l3_index_code,股票代码,股票简称,纳入时间,申万3级
851426.SI,003003.SZ,天元股份,2021-12-13,综合包装
851436.SI,002162.SZ,悦心健康,2021-12-13,瓷砖地板
851436.SI,002798.SZ,帝欧水华,2021-12-13,瓷砖地板
851436.SI,002918.SZ,蒙娜丽莎,2021-12-13,瓷砖地板
851436.SI,003011.SZ,海象新材,2021-12-13,瓷砖地板
851436.SI,003012.SZ,东鹏控股,2021-12-13,瓷砖地板
851436.SI,603221.SH,爱丽家居,2021-12-13,瓷砖地板
851436.SI,603226.SH,菲林格尔,2021-12-13,瓷砖地板
851436.SI,301356.SZ,天振股份,2022-11-14,瓷砖地板
851436.SI,301588.SZ,美新科技,2024-03-13,瓷砖地板
851436.SI,603725.SH,天安新材,2024-07-31,瓷砖地板
851436.SI,002631.SZ,德尔未来,2025-08-13,瓷砖地板
851436.SI,001386.SZ,马可波罗,2025-10-22,瓷砖地板
851436.SI,000910.SZ,大亚圣象,2021-12-13,瓷砖地板
851437.SI,301061.SZ,匠心家居,2021-12-13,成品家居
851437.SI,600337.SH,ST美克,2021-12-13,成品家居
851437.SI,603008.SH,ST喜临门,2021-12-13,成品家居
851437.SI,603313.SH,梦百合,2021-12-13,成品家居
851437.SI,603389.SH,亚振家居,2021-12-13,成品家居
851437.SI,603600.SH,永艺股份,2021-12-13,成品家居
851437.SI,603610.SH,麒盛科技,2021-12-13,成品家居
851437.SI,603661.SH,恒林股份,2021-12-13,成品家居
851437.SI,603709.SH,中源家居,2021-12-13,成品家居
851437.SI,603816.SH,顾家家居,2021-12-13,成品家居
851437.SI,603818.SH,曲美家居,2021-12-13,成品家居
851437.SI,603848.SH,好太太,2021-12-13,成品家居
851437.SI,001323.SZ,慕思股份,2022-08-09,成品家居
851437.SI,301336.SZ,趣睡科技,2022-08-12,成品家居
851437.SI,301376.SZ,致欧科技,2023-06-21,成品家居
851437.SI,002489.SZ,浙江永强,2021-12-13,成品家居
851438.SI,002853.SZ,皮阿诺,2021-12-13,定制家居
851438.SI,300616.SZ,尚品宅配,2021-12-13,定制家居
851438.SI,300749.SZ,顶固集创,2021-12-13,定制家居
851438.SI,603180.SH,金牌家居,2021-12-13,定制家居
851438.SI,603208.SH,江山欧派,2021-12-13,定制家居
851438.SI,603326.SH,我乐家居,2021-12-13,定制家居
851438.SI,603801.SH,志邦家居,2021-12-13,定制家居
851438.SI,603833.SH,欧派家居,2021-12-13,定制家居
851438.SI,603898.SH,好莱客,2021-12-13,定制家居
851438.SI,605268.SH,王力安防,2021-12-13,定制家居
851438.SI,603216.SH,梦天家居,2021-12-15,定制家居
851438.SI,301227.SZ,森鹰窗业,2022-09-26,定制家居
851438.SI,002572.SZ,索菲亚,2021-12-13,定制家居
851439.SI,002790.SZ,瑞尔特,2021-12-13,卫浴制品
851439.SI,603385.SH,惠达卫浴,2021-12-13,卫浴制品
851439.SI,603408.SH,建霖家居,2021-12-13,卫浴制品
851439.SI,603992.SH,松霖科技,2021-12-13,卫浴制品
851439.SI,001322.SZ,箭牌家居,2022-10-26,卫浴制品
851439.SI,301575.SZ,艾芬达,2025-09-10,卫浴制品
851439.SI,002084.SZ,海鸥住工,2021-12-13,卫浴制品
851491.SI,001216.SZ,华瓷股份,2021-12-13,其他家居用品
851491.SI,002571.SZ,德力股份,2021-12-13,其他家居用品
851491.SI,002615.SZ,哈尔斯,2021-12-13,其他家居用品
851491.SI,300640.SZ,德艺文创,2021-12-13,其他家居用品
851491.SI,300729.SZ,乐歌股份,2021-12-13,其他家居用品
851491.SI,300993.SZ,玉马科技,2021-12-13,其他家居用品
851491.SI,301004.SZ,嘉益股份,2021-12-13,其他家居用品
851491.SI,301055.SZ,张小泉,2021-12-13,其他家居用品
851491.SI,301113.SZ,雅艺科技,2021-12-13,其他家居用品
851491.SI,301193.SZ,家联科技,2021-12-13,其他家居用品
851491.SI,603021.SH,*ST华鹏,2021-12-13,其他家居用品
851491.SI,603195.SH,公牛集团,2021-12-13,其他家居用品
851491.SI,603615.SH,茶花股份,2021-12-13,其他家居用品
851491.SI,603838.SH,*ST四通,2021-12-13,其他家居用品
851491.SI,605099.SH,共创草坪,2021-12-13,其他家居用品
851491.SI,605155.SH,西大门,2021-12-13,其他家居用品
851491.SI,603272.SH,*ST联翔,2022-05-20,其他家居用品
851491.SI,601996.SH,丰林集团,2022-08-01,其他家居用品
851491.SI,001356.SZ,富岭股份,2025-01-23,其他家居用品
851491.SI,301501.SZ,恒鑫生活,2025-03-19,其他家居用品
851491.SI,301595.SZ,太力科技,2025-05-19,其他家居用品
851491.SI,001221.SZ,悍高集团,2025-07-30,其他家居用品
851491.SI,688087.SH,英科再生,2026-07-02,其他家居用品
851491.SI,001211.SZ,双枪科技,2021-12-13,其他家居用品
851451.SI,300703.SZ,创源股份,2021-12-13,文化用品
851451.SI,603899.SH,晨光股份,2021-12-13,文化用品
851451.SI,301101.SZ,明月镜片,2021-12-16,文化用品
851451.SI,002103.SZ,广博股份,2022-08-01,文化用品
851451.SI,002301.SZ,齐心集团,2021-12-13,文化用品
851452.SI,002678.SZ,珠江钢琴,2021-12-13,娱乐用品
851452.SI,002862.SZ,实丰文化,2021-12-13,娱乐用品
851452.SI,002899.SZ,英派斯,2021-12-13,娱乐用品
851452.SI,300329.SZ,海伦钢琴,2021-12-13,娱乐用品
851452.SI,605080.SH,浙江自然,2021-12-13,娱乐用品
851452.SI,605299.SH,舒华体育,2021-12-13,娱乐用品
851452.SI,301011.SZ,华立科技,2022-08-01,娱乐用品
851452.SI,001222.SZ,源飞宠物,2022-08-18,娱乐用品
851452.SI,001238.SZ,浙江正特,2022-09-19,娱乐用品
851452.SI,001300.SZ,三柏硕,2022-10-19,娱乐用品
851452.SI,301335.SZ,天元宠物,2022-11-18,娱乐用品
851452.SI,001368.SZ,通达创智,2023-03-13,娱乐用品
851452.SI,301287.SZ,康力源,2023-06-15,娱乐用品
851452.SI,300651.SZ,金陵体育,2023-07-06,娱乐用品
851452.SI,002348.SZ,高乐股份,2021-12-13,娱乐用品
851511.SI,000756.SZ,新华制药,2021-12-13,原料药
851511.SI,000952.SZ,广济药业,2021-12-13,原料药
851511.SI,002099.SZ,海翔药业,2021-12-13,原料药
851511.SI,002102.SZ,ST能特,2021-12-13,原料药
851511.SI,002365.SZ,永安药业,2021-12-13,原料药
851511.SI,300267.SZ,尔康制药,2021-12-13,原料药
851511.SI,300381.SZ,溢多利,2021-12-13,原料药
851511.SI,300401.SZ,花园生物,2021-12-13,原料药
851511.SI,300452.SZ,山河药辅,2021-12-13,原料药
851511.SI,300497.SZ,富祥股份,2021-12-13,原料药
851511.SI,300583.SZ,赛托生物,2021-12-13,原料药
851511.SI,300636.SZ,同和药业,2021-12-13,原料药
851511.SI,300702.SZ,天宇股份,2021-12-13,原料药
851511.SI,300765.SZ,石药创新,2021-12-13,原料药
851511.SI,300966.SZ,共同药业,2021-12-13,原料药
851511.SI,301089.SZ,拓新药业,2021-12-13,原料药
851511.SI,301211.SZ,亨迪药业,2021-12-13,原料药
851511.SI,600216.SH,浙江医药,2021-12-13,原料药
851511.SI,603229.SH,奥翔药业,2021-12-13,原料药
851511.SI,603351.SH,威尔药业,2021-12-13,原料药
851511.SI,603520.SH,司太立,2021-12-13,原料药
851511.SI,603538.SH,美诺华,2021-12-13,原料药
851511.SI,605116.SH,奥锐特,2021-12-13,原料药
851511.SI,605177.SH,东亚药业,2021-12-13,原料药
851511.SI,605507.SH,国邦医药,2021-12-13,原料药
851511.SI,688356.SH,键凯科技,2021-12-13,原料药
851511.SI,688690.SH,纳微科技,2021-12-13,原料药
851511.SI,301258.SZ,富士莱,2022-03-29,原料药
851511.SI,000953.SZ,中哲精化,2022-08-01,原料药
851511.SI,002332.SZ,仙琚制药,2022-08-01,原料药
851511.SI,002817.SZ,黄山胶囊,2022-08-01,原料药
851511.SI,301065.SZ,本立科技,2022-08-01,原料药
851511.SI,600488.SH,津药药业,2022-08-01,原料药
851511.SI,688166.SH,博瑞医药,2022-08-01,原料药
851511.SI,301277.SZ,新天地,2022-11-16,原料药
851511.SI,301246.SZ,宏源药业,2023-03-20,原料药
851511.SI,301281.SZ,科源制药,2023-04-04,原料药
851511.SI,001367.SZ,海森药业,2023-04-10,原料药
851511.SI,301301.SZ,川宁生物,2024-07-31,原料药
851511.SI,688076.SH,ST诺泰,2024-12-24,原料药
851511.SI,688758.SH,赛分科技,2025-01-13,原料药
851511.SI,000739.SZ,普洛药业,2021-12-13,原料药
851512.SI,000513.SZ,丽珠集团,2021-12-13,化学制剂
851512.SI,000566.SZ,海南海药,2021-12-13,化学制剂
851512.SI,000597.SZ,东北制药,2021-12-13,化学制剂
851512.SI,000766.SZ,通化金马,2021-12-13,化学制剂
851512.SI,000788.SZ,北大医药,2021-12-13,化学制剂
851512.SI,000813.SZ,德展健康,2021-12-13,化学制剂
851512.SI,000908.SZ,石药景峰,2021-12-13,化学制剂
851512.SI,000915.SZ,华特达因,2021-12-13,化学制剂
851512.SI,000931.SZ,中关村,2021-12-13,化学制剂
851512.SI,000963.SZ,华东医药,2021-12-13,化学制剂
851512.SI,002004.SZ,华邦健康,2021-12-13,化学制剂
851512.SI,002019.SZ,亿帆医药,2021-12-13,化学制剂
851512.SI,002020.SZ,京新药业,2021-12-13,化学制剂
851512.SI,002262.SZ,恩华药业,2021-12-13,化学制剂
851512.SI,002294.SZ,信立泰,2021-12-13,化学制剂
851512.SI,002370.SZ,亚太药业,2021-12-13,化学制剂
851512.SI,002393.SZ,力生制药,2021-12-13,化学制剂
851512.SI,002422.SZ,科伦药业,2021-12-13,化学制剂
851512.SI,002437.SZ,誉衡药业,2021-12-13,化学制剂
851512.SI,002550.SZ,千红制药,2021-12-13,化学制剂
851512.SI,002653.SZ,海思科,2021-12-13,化学制剂
851512.SI,002675.SZ,东诚药业,2021-12-13,化学制剂
851512.SI,002755.SZ,奥赛康,2021-12-13,化学制剂
851512.SI,002793.SZ,罗欣药业,2021-12-13,化学制剂
851512.SI,002826.SZ,易明医药,2021-12-13,化学制剂
851512.SI,002900.SZ,哈三联,2021-12-13,化学制剂
851512.SI,002923.SZ,润都股份,2021-12-13,化学制剂
851512.SI,002940.SZ,昂利康,2021-12-13,化学制剂
851512.SI,003020.SZ,立方制药,2021-12-13,化学制剂
851512.SI,300006.SZ,莱美药业,2021-12-13,化学制剂
851512.SI,300016.SZ,北陆药业,2021-12-13,化学制剂
851512.SI,300086.SZ,康芝药业,2021-12-13,化学制剂
851512.SI,300110.SZ,华仁药业,2021-12-13,化学制剂
851512.SI,300194.SZ,福安药业,2021-12-13,化学制剂
851512.SI,300199.SZ,翰宇药业,2021-12-13,化学制剂
851512.SI,300233.SZ,金城医药,2021-12-13,化学制剂
851512.SI,300254.SZ,仟源医药,2021-12-13,化学制剂
851512.SI,300255.SZ,常山药业,2021-12-13,化学制剂
851512.SI,300434.SZ,金石亚药,2021-12-13,化学制剂
851512.SI,300436.SZ,广生堂,2021-12-13,化学制剂
851512.SI,300558.SZ,贝达药业,2021-12-13,化学制剂
851512.SI,300573.SZ,兴齐眼药,2021-12-13,化学制剂
851512.SI,300584.SZ,海辰药业,2021-12-13,化学制剂
851512.SI,300705.SZ,九典制药,2021-12-13,化学制剂
851512.SI,300723.SZ,一品红,2021-12-13,化学制剂
851512.SI,301075.SZ,多瑞医药,2021-12-13,化学制剂
851512.SI,600062.SH,华润双鹤,2021-12-13,化学制剂
851512.SI,600079.SH,ST人福,2021-12-13,化学制剂
851512.SI,600196.SH,复星医药,2021-12-13,化学制剂
851512.SI,600276.SH,恒瑞医药,2021-12-13,化学制剂
851512.SI,600380.SH,健康元,2021-12-13,化学制剂
851512.SI,600420.SH,国药现代,2021-12-13,化学制剂
851512.SI,600513.SH,联环药业,2021-12-13,化学制剂
851512.SI,600521.SH,华海药业,2021-12-13,化学制剂
851512.SI,600613.SH,神奇制药,2021-12-13,化学制剂
851512.SI,600624.SH,ST复华,2021-12-13,化学制剂
851512.SI,600664.SH,哈药股份,2021-12-13,化学制剂
851512.SI,600789.SH,鲁抗医药,2021-12-13,化学制剂
851512.SI,600812.SH,华北制药,2021-12-13,化学制剂
851512.SI,600851.SH,海欣股份,2021-12-13,化学制剂
851512.SI,603168.SH,莎普爱思,2021-12-13,化学制剂
851512.SI,603367.SH,辰欣药业,2021-12-13,化学制剂
851512.SI,603669.SH,灵康药业,2021-12-13,化学制剂
851512.SI,603676.SH,卫信康,2021-12-13,化学制剂
851512.SI,603707.SH,健友股份,2021-12-13,化学制剂
851512.SI,603811.SH,诚意药业,2021-12-13,化学制剂
851512.SI,688091.SH,上海谊众,2021-12-13,化学制剂
851512.SI,688117.SH,圣诺生物,2021-12-13,化学制剂
851512.SI,688189.SH,ST南新,2021-12-13,化学制剂
851512.SI,688192.SH,迪哲医药,2021-12-13,化学制剂
851512.SI,688221.SH,前沿生物,2021-12-13,化学制剂
851512.SI,688266.SH,泽璟制药,2021-12-13,化学制剂
851512.SI,688321.SH,微芯生物,2021-12-13,化学制剂
851512.SI,688505.SH,复旦张江,2021-12-13,化学制剂
851512.SI,688513.SH,苑东生物,2021-12-13,化学制剂
851512.SI,688553.SH,汇宇制药,2021-12-13,化学制剂
851512.SI,688566.SH,吉贝尔,2021-12-13,化学制剂
851512.SI,688578.SH,艾力斯,2021-12-13,化学制剂
851512.SI,688658.SH,悦康药业,2021-12-13,化学制剂
851512.SI,688799.SH,华纳药厂,2021-12-13,化学制剂
851512.SI,688176.SH,亚虹医药,2022-01-07,化学制剂
851512.SI,688062.SH,迈威生物,2022-01-18,化学制剂
851512.SI,301130.SZ,西点药业,2022-02-23,化学制剂
851512.SI,688197.SH,首药控股,2022-03-23,化学制剂
851512.SI,301263.SZ,泰恩康,2022-03-29,化学制剂
851512.SI,688302.SH,海创药业,2022-04-12,化学制剂
851512.SI,601089.SH,福元医药,2022-06-30,化学制剂
851512.SI,688382.SH,益方生物,2022-07-25,化学制剂
851512.SI,000919.SZ,金陵药业,2022-08-01,化学制剂
851512.SI,002693.SZ,双成药业,2022-08-01,化学制剂
851512.SI,002742.SZ,冀衡医药,2022-08-01,化学制剂
851512.SI,002872.SZ,ST天圣,2022-08-01,化学制剂
851512.SI,300111.SZ,向日葵,2022-08-01,化学制剂
851512.SI,300204.SZ,舒泰神,2022-08-01,化学制剂
851512.SI,600267.SH,海正药业,2022-08-01,化学制剂
851512.SI,600774.SH,汉商集团,2022-08-01,化学制剂
851512.SI,688373.SH,盟科药业,2022-08-05,化学制剂
851512.SI,688247.SH,宣泰医药,2022-08-25,化学制剂
851512.SI,688428.SH,诺诚健华,2022-09-21,化学制剂
851512.SI,688506.SH,百利天恒,2023-01-06,化学制剂
851512.SI,301507.SZ,民生健康,2023-09-05,化学制剂
851512.SI,688235.SH,百济神州,2024-05-22,化学制剂
851512.SI,002038.SZ,双鹭药业,2024-07-31,化学制剂
851512.SI,002399.SZ,海普瑞,2024-07-31,化学制剂
851512.SI,603207.SH,小方制药,2024-08-26,化学制剂
851512.SI,688759.SH,必贝特-U,2025-10-28,化学制剂
851512.SI,000153.SZ,丰原药业,2021-12-13,化学制剂
851521.SI,000538.SZ,云南白药,2021-12-13,中药Ⅲ
851521.SI,000590.SZ,古汉医药,2021-12-13,中药Ⅲ
851521.SI,000650.SZ,仁和药业,2021-12-13,中药Ⅲ
851521.SI,000790.SZ,华神科技,2021-12-13,中药Ⅲ
851521.SI,000989.SZ,九芝堂,2021-12-13,中药Ⅲ
851521.SI,000999.SZ,华润三九,2021-12-13,中药Ⅲ
851521.SI,002107.SZ,沃华医药,2021-12-13,中药Ⅲ
851521.SI,002198.SZ,ST嘉应,2021-12-13,中药Ⅲ
851521.SI,002275.SZ,桂林三金,2021-12-13,中药Ⅲ
851521.SI,002287.SZ,奇正藏药,2021-12-13,中药Ⅲ
851521.SI,002317.SZ,众生药业,2021-12-13,中药Ⅲ
851521.SI,002349.SZ,精华制药,2021-12-13,中药Ⅲ
851521.SI,002390.SZ,信邦制药,2021-12-13,中药Ⅲ
851521.SI,002412.SZ,汉森制药,2021-12-13,中药Ⅲ
851521.SI,002424.SZ,ST百灵,2021-12-13,中药Ⅲ
851521.SI,002566.SZ,益盛药业,2021-12-13,中药Ⅲ
851521.SI,002603.SZ,以岭药业,2021-12-13,中药Ⅲ
851521.SI,002644.SZ,佛慈制药,2021-12-13,中药Ⅲ
851521.SI,002728.SZ,特一药业,2021-12-13,中药Ⅲ
851521.SI,002737.SZ,葵花药业,2021-12-13,中药Ⅲ
851521.SI,002864.SZ,盘龙药业,2021-12-13,中药Ⅲ
851521.SI,002873.SZ,新天药业,2021-12-13,中药Ⅲ
851521.SI,002907.SZ,华森制药,2021-12-13,中药Ⅲ
851521.SI,300026.SZ,红日药业,2021-12-13,中药Ⅲ
851521.SI,300039.SZ,上海凯宝,2021-12-13,中药Ⅲ
851521.SI,300147.SZ,*ST香雪,2021-12-13,中药Ⅲ
851521.SI,300181.SZ,佐力药业,2021-12-13,中药Ⅲ
851521.SI,300519.SZ,新光药业,2021-12-13,中药Ⅲ
851521.SI,300534.SZ,陇神戎发,2021-12-13,中药Ⅲ
851521.SI,300878.SZ,维康药业,2021-12-13,中药Ⅲ
851521.SI,600080.SH,ST金花,2021-12-13,中药Ⅲ
851521.SI,600085.SH,同仁堂,2021-12-13,中药Ⅲ
851521.SI,600129.SH,太极集团,2021-12-13,中药Ⅲ
851521.SI,600222.SH,太龙药业,2021-12-13,中药Ⅲ
851521.SI,600252.SH,中恒集团,2021-12-13,中药Ⅲ
851521.SI,600285.SH,羚锐制药,2021-12-13,中药Ⅲ
851521.SI,600329.SH,达仁堂,2021-12-13,中药Ⅲ
851521.SI,600332.SH,白云山,2021-12-13,中药Ⅲ
851521.SI,600351.SH,亚宝药业,2021-12-13,中药Ⅲ
851521.SI,600422.SH,昆药集团,2021-12-13,中药Ⅲ
