l3_index_code,股票代码,股票简称,纳入时间,申万3级
851614.SI,605580.SH,恒盛能源,2021-12-13,热力服务
851614.SI,600226.SH,亨通股份,2022-08-01,热力服务
851614.SI,600052.SH,东望时代,2023-07-06,热力服务
851614.SI,001376.SZ,百通能源,2023-11-02,热力服务
851614.SI,600475.SH,华光环能,2024-07-31,热力服务
851614.SI,603071.SH,物产环能,2026-07-02,热力服务
851614.SI,000692.SZ,惠天热电,2021-12-13,热力服务
851616.SI,002256.SZ,兆新股份,2021-12-13,光伏发电
851616.SI,002617.SZ,露笑科技,2021-12-13,光伏发电
851616.SI,300125.SZ,聆达股份,2021-12-13,光伏发电
851616.SI,300317.SZ,珈伟新能,2021-12-13,光伏发电
851616.SI,600032.SH,浙江新能,2021-12-13,光伏发电
851616.SI,601778.SH,晶科科技,2021-12-13,光伏发电
851616.SI,601908.SH,京运通,2021-12-13,光伏发电
851616.SI,603105.SH,芯能科技,2021-12-13,光伏发电
851616.SI,600821.SH,金开新能,2022-08-01,光伏发电
851616.SI,002480.SZ,新筑股份,2023-07-06,光伏发电
851616.SI,002218.SZ,拓日新能,2024-07-31,光伏发电
851616.SI,002310.SZ,东方新能,2026-07-02,光伏发电
851616.SI,000591.SZ,太阳能,2021-12-13,光伏发电
851617.SI,000862.SZ,银星能源,2021-12-13,风力发电
851617.SI,600163.SH,中闽能源,2021-12-13,风力发电
851617.SI,600905.SH,三峡能源,2021-12-13,风力发电
851617.SI,600956.SH,新天绿能,2021-12-13,风力发电
851617.SI,601016.SH,节能风电,2021-12-13,风力发电
851617.SI,601619.SH,嘉泽新能,2021-12-13,风力发电
851617.SI,603693.SH,江苏新能,2021-12-13,风力发电
851617.SI,001289.SZ,龙源电力,2022-02-09,风力发电
851617.SI,001258.SZ,立新能源,2022-07-27,风力发电
851617.SI,000537.SZ,绿发电力,2022-08-29,风力发电
851617.SI,000507.SZ,珠海港,2023-07-06,风力发电
851617.SI,002053.SZ,云南能投,2024-12-09,风力发电
851617.SI,600930.SH,华电新能,2025-07-16,风力发电
851617.SI,000595.SZ,新能股份,2026-07-02,风力发电
851617.SI,001248.SZ,华润新能,2026-07-02,风力发电
851617.SI,000155.SZ,川能动力,2021-12-13,风力发电
851618.SI,601985.SH,中国核电,2021-12-13,核力发电
851618.SI,000958.SZ,电投产融,2026-07-02,核力发电
851618.SI,003816.SZ,中国广核,2021-12-13,核力发电
851619.SI,002616.SZ,长青集团,2021-12-13,其他能源发电
851610.SI,000883.SZ,湖北能源,2021-12-13,电能综合服务
851610.SI,003035.SZ,南网能源,2021-12-13,电能综合服务
851610.SI,600101.SH,明星电力,2021-12-13,电能综合服务
851610.SI,600116.SH,三峡水利,2021-12-13,电能综合服务
851610.SI,600310.SH,广西能源,2021-12-13,电能综合服务
851610.SI,600452.SH,涪陵电力,2021-12-13,电能综合服务
851610.SI,600483.SH,福能股份,2021-12-13,电能综合服务
851610.SI,600505.SH,西昌电力,2021-12-13,电能综合服务
851610.SI,600644.SH,乐山电力,2021-12-13,电能综合服务
851610.SI,600969.SH,郴电国际,2021-12-13,电能综合服务
851610.SI,600979.SH,广安爱众,2021-12-13,电能综合服务
851610.SI,600995.SH,南网储能,2021-12-13,电能综合服务
851610.SI,300040.SZ,九洲集团,2024-07-31,电能综合服务
851610.SI,000631.SZ,顺发恒能,2026-07-02,电能综合服务
851610.SI,600157.SH,永泰能源,2026-07-02,电能综合服务
851610.SI,000875.SZ,电投绿能,2021-12-13,电能综合服务
851631.SI,000593.SZ,德龙汇能,2021-12-13,燃气Ⅲ
851631.SI,000669.SZ,ST金鸿,2021-12-13,燃气Ⅲ
851631.SI,002259.SZ,升达林业,2021-12-13,燃气Ⅲ
851631.SI,002267.SZ,陕天然气,2021-12-13,燃气Ⅲ
851631.SI,002700.SZ,万憬能源,2021-12-13,燃气Ⅲ
851631.SI,002911.SZ,佛燃能源,2021-12-13,燃气Ⅲ
851631.SI,300332.SZ,天壕能源,2021-12-13,燃气Ⅲ
851631.SI,300483.SZ,首华燃气,2021-12-13,燃气Ⅲ
851631.SI,600333.SH,长春燃气,2021-12-13,燃气Ⅲ
851631.SI,600617.SH,国新能源,2021-12-13,燃气Ⅲ
851631.SI,600635.SH,大众公用,2021-12-13,燃气Ⅲ
851631.SI,600681.SH,百川能源,2021-12-13,燃气Ⅲ
851631.SI,600803.SH,新奥股份,2021-12-13,燃气Ⅲ
851631.SI,600903.SH,贵州燃气,2021-12-13,燃气Ⅲ
851631.SI,600917.SH,重庆燃气,2021-12-13,燃气Ⅲ
851631.SI,601139.SH,深圳燃气,2021-12-13,燃气Ⅲ
851631.SI,603053.SH,成都燃气,2021-12-13,燃气Ⅲ
851631.SI,603080.SH,新疆火炬,2021-12-13,燃气Ⅲ
851631.SI,603318.SH,水发燃气,2021-12-13,燃气Ⅲ
851631.SI,603393.SH,新天然气,2021-12-13,燃气Ⅲ
851631.SI,603689.SH,皖天然气,2021-12-13,燃气Ⅲ
851631.SI,603706.SH,东方环宇,2021-12-13,燃气Ⅲ
851631.SI,605090.SH,九丰能源,2021-12-13,燃气Ⅲ
851631.SI,605169.SH,洪通燃气,2021-12-13,燃气Ⅲ
851631.SI,605368.SH,蓝天燃气,2021-12-13,燃气Ⅲ
851631.SI,001331.SZ,胜通能源,2022-09-08,燃气Ⅲ
851631.SI,001299.SZ,美能能源,2022-10-31,燃气Ⅲ
851631.SI,000407.SZ,胜利股份,2021-12-13,燃气Ⅲ
851782.SI,000906.SZ,浙商中拓,2021-12-13,原材料供应链服务
851782.SI,001202.SZ,炬申股份,2021-12-13,原材料供应链服务
851782.SI,600057.SH,厦门象屿,2021-12-13,原材料供应链服务
851782.SI,600153.SH,建发股份,2021-12-13,原材料供应链服务
851782.SI,600180.SH,*ST瑞茂,2021-12-13,原材料供应链服务
851782.SI,600704.SH,物产中大,2021-12-13,原材料供应链服务
851782.SI,600753.SH,ST海钦,2021-12-13,原材料供应链服务
851782.SI,600755.SH,厦门国贸,2021-12-13,原材料供应链服务
851782.SI,603329.SH,上海雅仕,2021-12-13,原材料供应链服务
851782.SI,605050.SH,福然德,2021-12-13,原材料供应链服务
851782.SI,002485.SZ,ST雪发,2025-08-13,原材料供应链服务
851782.SI,600603.SH,广汇物流,2025-08-13,原材料供应链服务
851782.SI,000626.SZ,远大控股,2021-12-13,原材料供应链服务
851783.SI,002889.SZ,东方嘉盛,2021-12-13,中间产品及消费品供应链服务
851783.SI,300013.SZ,新宁物流,2021-12-13,中间产品及消费品供应链服务
851783.SI,300240.SZ,飞力达,2021-12-13,中间产品及消费品供应链服务
851783.SI,300350.SZ,华鹏飞,2021-12-13,中间产品及消费品供应链服务
851783.SI,300873.SZ,海晨股份,2021-12-13,中间产品及消费品供应链服务
851783.SI,603648.SH,畅联股份,2021-12-13,中间产品及消费品供应链服务
851783.SI,001220.SZ,世盟股份,2026-02-03,中间产品及消费品供应链服务
851783.SI,002769.SZ,普路通,2021-12-13,中间产品及消费品供应链服务
851784.SI,002352.SZ,顺丰控股,2021-12-13,快递
851784.SI,002468.SZ,申通快递,2021-12-13,快递
851784.SI,600233.SH,圆通速递,2021-12-13,快递
851784.SI,002120.SZ,韵达股份,2021-12-13,快递
851785.SI,601156.SH,东航物流,2021-12-13,跨境物流
851785.SI,601598.SH,中国外运,2021-12-13,跨境物流
851785.SI,603117.SH,万林物流,2021-12-13,跨境物流
851785.SI,603128.SH,华贸物流,2021-12-13,跨境物流
851785.SI,603535.SH,嘉诚国际,2021-12-13,跨境物流
851785.SI,603836.SH,海程邦达,2021-12-13,跨境物流
851785.SI,603871.SH,嘉友国际,2021-12-13,跨境物流
851785.SI,603967.SH,中创物流,2021-12-13,跨境物流
851785.SI,001228.SZ,永泰运,2022-04-29,跨境物流
851785.SI,001391.SZ,国货航,2025-01-07,跨境物流
851785.SI,002800.SZ,天顺股份,2026-07-02,跨境物流
851785.SI,600119.SH,*ST长投,2021-12-13,跨境物流
851786.SI,002930.SZ,宏川智慧,2021-12-13,仓储物流
851786.SI,600787.SH,中储股份,2021-12-13,仓储物流
851786.SI,600794.SH,保税科技,2021-12-13,仓储物流
851786.SI,603713.SH,密尔克卫,2021-12-13,仓储物流
851786.SI,603066.SH,音飞储存,2022-08-01,仓储物流
851786.SI,002492.SZ,恒基达鑫,2021-12-13,仓储物流
851787.SI,002682.SZ,龙洲股份,2021-12-13,公路货运
851787.SI,603569.SH,长久物流,2021-12-13,公路货运
851787.SI,603813.SH,原尚股份,2021-12-13,公路货运
851787.SI,002010.SZ,传化智联,2021-12-13,公路货运
851731.SI,000548.SZ,湖南投资,2021-12-13,高速公路
851731.SI,000755.SZ,山西高速,2021-12-13,高速公路
851731.SI,000828.SZ,东莞控股,2021-12-13,高速公路
851731.SI,000900.SZ,现代投资,2021-12-13,高速公路
851731.SI,001965.SZ,招商公路,2021-12-13,高速公路
851731.SI,600012.SH,皖通高速,2021-12-13,高速公路
851731.SI,600020.SH,中原高速,2021-12-13,高速公路
851731.SI,600033.SH,福建高速,2021-12-13,高速公路
851731.SI,600035.SH,楚天高速,2021-12-13,高速公路
851731.SI,600106.SH,重庆路桥,2021-12-13,高速公路
851731.SI,600269.SH,赣粤高速,2021-12-13,高速公路
851731.SI,600350.SH,山东高速,2021-12-13,高速公路
851731.SI,600368.SH,五洲交通,2021-12-13,高速公路
851731.SI,600377.SH,宁沪高速,2021-12-13,高速公路
851731.SI,600548.SH,深高速,2021-12-13,高速公路
851731.SI,601107.SH,四川成渝,2021-12-13,高速公路
851731.SI,601188.SH,龙江交通,2021-12-13,高速公路
851731.SI,601518.SH,吉林高速,2021-12-13,高速公路
851731.SI,000886.SZ,海南高速,2025-08-13,高速公路
851731.SI,000429.SZ,粤高速A,2021-12-13,高速公路
851721.SI,600561.SH,江西长运,2021-12-13,公交
851721.SI,600611.SH,大众交通,2021-12-13,公交
851721.SI,600650.SH,锦江在线,2021-12-13,公交
851721.SI,600834.SH,申通地铁,2021-12-13,公交
851721.SI,603069.SH,海汽集团,2021-12-13,公交
851721.SI,002357.SZ,富临运业,2021-12-13,公交
851771.SI,001213.SZ,中铁特货,2021-12-13,铁路运输
851771.SI,001317.SZ,三羊马,2021-12-13,铁路运输
851771.SI,600125.SH,铁龙物流,2021-12-13,铁路运输
851771.SI,601006.SH,大秦铁路,2021-12-13,铁路运输
851771.SI,601333.SH,广深铁路,2021-12-13,铁路运输
851771.SI,601816.SH,京沪高铁,2021-12-13,铁路运输
851771.SI,000557.SZ,西部创业,2021-12-13,铁路运输
851741.SI,002928.SZ,华夏航空,2021-12-13,航空运输
851741.SI,600029.SH,南方航空,2021-12-13,航空运输
851741.SI,600115.SH,中国东航,2021-12-13,航空运输
851741.SI,600221.SH,海航控股,2021-12-13,航空运输
851741.SI,601021.SH,春秋航空,2021-12-13,航空运输
851741.SI,601111.SH,中国国航,2021-12-13,航空运输
851741.SI,603885.SH,吉祥航空,2021-12-13,航空运输
851741.SI,000099.SZ,中信海直,2021-12-13,航空运输
851751.SI,600004.SH,白云机场,2021-12-13,机场
851751.SI,600009.SH,上海机场,2021-12-13,机场
851751.SI,600897.SH,厦门空港,2021-12-13,机场
851751.SI,000089.SZ,深圳机场,2021-12-13,机场
851761.SI,001205.SZ,盛航股份,2021-12-13,航运
851761.SI,002320.SZ,海峡股份,2021-12-13,航运
851761.SI,600026.SH,中远海能,2021-12-13,航运
851761.SI,600179.SH,安通控股,2021-12-13,航运
851761.SI,600428.SH,中远海特,2021-12-13,航运
851761.SI,600798.SH,宁波海运,2021-12-13,航运
851761.SI,601866.SH,中远海发,2021-12-13,航运
851761.SI,601872.SH,招商轮船,2021-12-13,航运
851761.SI,601919.SH,中远海控,2021-12-13,航运
851761.SI,601975.SH,招商南油,2021-12-13,航运
851761.SI,603167.SH,渤海轮渡,2021-12-13,航运
851761.SI,603565.SH,中谷物流,2021-12-13,航运
851761.SI,603209.SH,兴通股份,2022-03-24,航运
851761.SI,601022.SH,宁波远洋,2022-12-08,航运
851761.SI,603162.SH,海通发展,2023-03-29,航运
851761.SI,601083.SH,锦江航运,2023-12-05,航运
851761.SI,600751.SH,海航科技,2024-07-31,航运
851761.SI,000520.SZ,凤凰航运,2021-12-13,航运
851711.SI,000582.SZ,北部湾港,2021-12-13,港口
851711.SI,000905.SZ,厦门港务,2021-12-13,港口
851711.SI,001872.SZ,招商港口,2021-12-13,港口
851711.SI,002040.SZ,南京港,2021-12-13,港口
851711.SI,600017.SH,日照港,2021-12-13,港口
851711.SI,600018.SH,上港集团,2021-12-13,港口
851711.SI,600279.SH,重庆港,2021-12-13,港口
851711.SI,600717.SH,天津港,2021-12-13,港口
851711.SI,601000.SH,唐山港,2021-12-13,港口
851711.SI,601008.SH,连云港,2021-12-13,港口
851711.SI,601018.SH,宁波港,2021-12-13,港口
851711.SI,601228.SH,广州港,2021-12-13,港口
851711.SI,601298.SH,青岛港,2021-12-13,港口
851711.SI,601326.SH,秦港股份,2021-12-13,港口
851711.SI,601880.SH,辽港股份,2021-12-13,港口
851711.SI,000088.SZ,盐田港,2021-12-13,港口
851811.SI,000006.SZ,深振业A,2021-12-13,住宅开发
851811.SI,000011.SZ,深物业A,2021-12-13,住宅开发
851811.SI,000014.SZ,沙河股份,2021-12-13,住宅开发
851811.SI,000029.SZ,深深房A,2021-12-13,住宅开发
851811.SI,000036.SZ,华联控股,2021-12-13,住宅开发
851811.SI,000042.SZ,中洲控股,2021-12-13,住宅开发
851811.SI,000090.SZ,天健集团,2021-12-13,住宅开发
851811.SI,000514.SZ,渝开发,2021-12-13,住宅开发
851811.SI,000517.SZ,荣安地产,2021-12-13,住宅开发
851811.SI,000573.SZ,粤宏远A,2021-12-13,住宅开发
851811.SI,000609.SZ,*ST中迪,2021-12-13,住宅开发
851811.SI,000620.SZ,盈新发展,2021-12-13,住宅开发
851811.SI,000656.SZ,金科股份,2021-12-13,住宅开发
851811.SI,000718.SZ,苏宁环球,2021-12-13,住宅开发
851811.SI,000736.SZ,中交发展,2021-12-13,住宅开发
851811.SI,000797.SZ,中国武夷,2021-12-13,住宅开发
851811.SI,000838.SZ,*ST发展,2021-12-13,住宅开发
851811.SI,000863.SZ,三湘印象,2021-12-13,住宅开发
851811.SI,000897.SZ,津滨发展,2021-12-13,住宅开发
851811.SI,000909.SZ,*ST数源,2021-12-13,住宅开发
851811.SI,000926.SZ,福星股份,2021-12-13,住宅开发
851811.SI,000965.SZ,天保基建,2021-12-13,住宅开发
851811.SI,002016.SZ,世荣兆业,2021-12-13,住宅开发
851811.SI,002133.SZ,广宇集团,2021-12-13,住宅开发
851811.SI,002146.SZ,荣盛发展,2021-12-13,住宅开发
851811.SI,002208.SZ,合肥城建,2021-12-13,住宅开发
851811.SI,002244.SZ,滨江集团,2021-12-13,住宅开发
851811.SI,002314.SZ,南山控股,2021-12-13,住宅开发
851811.SI,600048.SH,保利发展,2021-12-13,住宅开发
851811.SI,600064.SH,南京高科,2021-12-13,住宅开发
851811.SI,600094.SH,大名城,2021-12-13,住宅开发
851811.SI,600159.SH,大龙地产,2021-12-13,住宅开发
851811.SI,600162.SH,香江控股,2021-12-13,住宅开发
851811.SI,600173.SH,卧龙新能,2021-12-13,住宅开发
851811.SI,600208.SH,衢州发展,2021-12-13,住宅开发
851811.SI,600246.SH,万通发展,2021-12-13,住宅开发
851811.SI,600266.SH,城建发展,2021-12-13,住宅开发
851811.SI,600322.SH,津投城开,2021-12-13,住宅开发
851811.SI,600325.SH,华发股份,2021-12-13,住宅开发
851811.SI,600376.SH,首开股份,2021-12-13,住宅开发
851811.SI,600383.SH,金地集团,2021-12-13,住宅开发
851811.SI,600503.SH,华丽家族,2021-12-13,住宅开发
851811.SI,600510.SH,黑牡丹,2021-12-13,住宅开发
851811.SI,600533.SH,栖霞建设,2021-12-13,住宅开发
851811.SI,600606.SH,绿地控股,2021-12-13,住宅开发
851811.SI,600622.SH,光大嘉宝,2021-12-13,住宅开发
851811.SI,600638.SH,新黄浦,2021-12-13,住宅开发
851811.SI,600649.SH,城投控股,2021-12-13,住宅开发
851811.SI,600657.SH,信达地产,2021-12-13,住宅开发
851811.SI,600665.SH,天地源,2021-12-13,住宅开发
851811.SI,600675.SH,中华企业,2021-12-13,住宅开发
851811.SI,600683.SH,京投发展,2021-12-13,住宅开发
851811.SI,600692.SH,亚通股份,2021-12-13,住宅开发
851811.SI,600708.SH,光明地产,2021-12-13,住宅开发
851811.SI,600716.SH,凤凰股份,2021-12-13,住宅开发
851811.SI,600736.SH,苏州高新,2021-12-13,住宅开发
851811.SI,600748.SH,上实发展,2021-12-13,住宅开发
851811.SI,600773.SH,西藏城投,2021-12-13,住宅开发
851811.SI,600791.SH,京能置业,2021-12-13,住宅开发
851811.SI,601588.SH,北辰实业,2021-12-13,住宅开发
851811.SI,600515.SH,海南机场,2023-07-06,住宅开发
851811.SI,000668.SZ,荣丰控股,2024-07-31,住宅开发
851811.SI,000002.SZ,万科A,2021-12-13,住宅开发
851812.SI,000069.SZ,华侨城A,2021-12-13,商业地产
851812.SI,000402.SZ,金融街,2021-12-13,商业地产
851812.SI,000608.SZ,阳光股份,2021-12-13,商业地产
851812.SI,001979.SZ,招商蛇口,2021-12-13,商业地产
851812.SI,002305.SZ,*ST南置,2021-12-13,商业地产
851812.SI,600007.SH,中国国贸,2021-12-13,商业地产
851812.SI,600663.SH,陆家嘴,2021-12-13,商业地产
851812.SI,601155.SH,新城控股,2021-12-13,商业地产
851812.SI,600239.SH,ST云城,2023-07-06,商业地产
851812.SI,000031.SZ,大悦城,2021-12-13,商业地产
851813.SI,600340.SH,*ST华幸,2021-12-13,产业地产
851813.SI,600463.SH,空港股份,2021-12-13,产业地产
851813.SI,600604.SH,市北高新,2021-12-13,产业地产
851813.SI,600639.SH,浦东金桥,2021-12-13,产业地产
851813.SI,600648.SH,外高桥,2021-12-13,产业地产
851813.SI,600658.SH,电子城,2021-12-13,产业地产
851813.SI,600848.SH,上海临港,2021-12-13,产业地产
851813.SI,600895.SH,张江高科,2021-12-13,产业地产
851813.SI,601512.SH,中新集团,2021-12-13,产业地产
851813.SI,600082.SH,ST海泰,2021-12-13,产业地产
851831.SI,001914.SZ,招商积余,2021-12-13,物业管理
851831.SI,002968.SZ,新大正,2021-12-13,物业管理
851831.SI,300917.SZ,特发服务,2021-12-13,物业管理
851831.SI,603506.SH,南都物业,2021-12-13,物业管理
851831.SI,002188.SZ,中天服务,2022-08-01,物业管理
851831.SI,600136.SH,ST明诚,2025-08-13,物业管理
851831.SI,600743.SH,华远控股,2026-07-02,物业管理
851831.SI,000056.SZ,*ST皇庭,2021-12-13,物业管理
851832.SI,002285.SZ,世联行,2021-12-13,房产租赁经纪
851832.SI,600724.SH,宁波富达,2024-07-31,房产租赁经纪
851832.SI,000560.SZ,我爱我家,2021-12-13,房产租赁经纪
851833.SI,600684.SH,珠江股份,2024-03-04,房地产综合服务
852021.SI,002091.SZ,江苏国泰,2021-12-13,贸易Ⅲ
852021.SI,600058.SH,五矿发展,2021-12-13,贸易Ⅲ
852021.SI,600128.SH,苏豪弘业,2021-12-13,贸易Ⅲ
852021.SI,600278.SH,东方创业,2021-12-13,贸易Ⅲ
852021.SI,600287.SH,苏豪时尚,2021-12-13,贸易Ⅲ
852021.SI,600710.SH,苏美达,2021-12-13,贸易Ⅲ
852021.SI,600981.SH,苏豪汇鸿,2021-12-13,贸易Ⅲ
852021.SI,601061.SH,中信金属,2023-04-10,贸易Ⅲ
852021.SI,002072.SZ,凯瑞德,2023-07-06,贸易Ⅲ
852021.SI,002183.SZ,怡亚通,2024-07-31,贸易Ⅲ
852021.SI,000701.SZ,厦门信达,2026-07-02,贸易Ⅲ
852021.SI,000151.SZ,中成股份,2021-12-13,贸易Ⅲ
852031.SI,000564.SZ,供销大集,2021-12-13,百货
852031.SI,000715.SZ,中兴商业,2021-12-13,百货
852031.SI,002187.SZ,广百股份,2021-12-13,百货
852031.SI,002277.SZ,友阿股份,2021-12-13,百货
852031.SI,002419.SZ,天虹股份,2021-12-13,百货
852031.SI,002561.SZ,徐家汇,2021-12-13,百货
852031.SI,600280.SH,中央商场,2021-12-13,百货
852031.SI,600628.SH,新世界,2021-12-13,百货
852031.SI,600693.SH,东百集团,2021-12-13,百货
852031.SI,600712.SH,南宁百货,2021-12-13,百货
852031.SI,600814.SH,杭州解百,2021-12-13,百货
852031.SI,600828.SH,茂业商业,2021-12-13,百货
852031.SI,600857.SH,宁波中百,2021-12-13,百货
852031.SI,600859.SH,王府井,2021-12-13,百货
852031.SI,600865.SH,百大集团,2021-12-13,百货
852031.SI,601086.SH,国芳集团,2021-12-13,百货
852031.SI,603123.SH,翠微股份,2021-12-13,百货
852031.SI,000679.SZ,大连友谊,2022-08-01,百货
852031.SI,600327.SH,大东方,2023-07-06,百货
852031.SI,000501.SZ,武商集团,2021-12-13,百货
852032.SI,002251.SZ,步步高,2021-12-13,超市
852032.SI,002697.SZ,红旗连锁,2021-12-13,超市
852032.SI,601116.SH,三江购物,2021-12-13,超市
852032.SI,601933.SH,永辉超市,2021-12-13,超市
852032.SI,603708.SH,家家悦,2021-12-13,超市
852032.SI,605188.SH,国光连锁,2021-12-13,超市
852032.SI,300972.SZ,万辰集团,2026-03-06,超市
852032.SI,000759.SZ,中百集团,2021-12-13,超市
852033.SI,002356.SZ,鹏飞绿能,2021-12-13,多业态零售
852033.SI,600694.SH,大商股份,2021-12-13,多业态零售
852033.SI,600697.SH,欧亚集团,2021-12-13,多业态零售
852033.SI,600729.SH,重百集团,2021-12-13,多业态零售
852033.SI,600778.SH,友好集团,2021-12-13,多业态零售
852033.SI,600785.SH,新华百货,2021-12-13,多业态零售
852033.SI,600824.SH,益民集团,2021-12-13,多业态零售
852033.SI,600827.SH,百联股份,2021-12-13,多业态零售
852033.SI,600838.SH,上海九百,2021-12-13,多业态零售
852033.SI,600858.SH,银座股份,2021-12-13,多业态零售
852033.SI,601010.SH,ST文峰,2021-12-13,多业态零售
852033.SI,601366.SH,利群股份,2021-12-13,多业态零售
852033.SI,000417.SZ,合百集团,2023-07-06,多业态零售
852033.SI,603101.SH,汇嘉时代,2023-07-06,多业态零售
852033.SI,000419.SZ,通程控股,2021-12-13,多业态零售
852034.SI,000058.SZ,深赛格,2021-12-13,商业物业经营
852034.SI,000061.SZ,农产品,2021-12-13,商业物业经营
852034.SI,000785.SZ,居然智家,2021-12-13,商业物业经营
852034.SI,002344.SZ,海宁皮城,2021-12-13,商业物业经营
852034.SI,002818.SZ,富森美,2021-12-13,商业物业经营
852034.SI,300947.SZ,德必集团,2021-12-13,商业物业经营
852034.SI,600113.SH,浙江东日,2021-12-13,商业物业经营
852034.SI,600415.SH,小商品城,2021-12-13,商业物业经营
852034.SI,600605.SH,汇通能源,2021-12-13,商业物业经营
852034.SI,600655.SH,豫园股份,2021-12-13,商业物业经营
852034.SI,600790.SH,轻纺城,2021-12-13,商业物业经营
852034.SI,601828.SH,美凯龙,2021-12-13,商业物业经营
852034.SI,603682.SH,锦和商管,2021-12-13,商业物业经营
852034.SI,000882.SZ,华联股份,2026-07-02,商业物业经营
852034.SI,002177.SZ,御银股份,2026-07-02,商业物业经营
852034.SI,600738.SH,丽尚国潮,2026-07-02,商业物业经营
852034.SI,000007.SZ,全新好,2021-12-13,商业物业经营
852041.SI,002416.SZ,爱施德,2021-12-13,专业连锁Ⅲ
852041.SI,300022.SZ,吉峰科技,2021-12-13,专业连锁Ⅲ
852041.SI,300622.SZ,博士眼镜,2021-12-13,专业连锁Ⅲ
852041.SI,300755.SZ,华致酒行,2021-12-13,专业连锁Ⅲ
852041.SI,301078.SZ,孩子王,2021-12-13,专业连锁Ⅲ
852041.SI,603214.SH,爱婴室,2021-12-13,专业连锁Ⅲ
852041.SI,000829.SZ,天音控股,2021-12-13,专业连锁Ⅲ
852061.SI,603613.SH,国联股份,2021-12-13,综合电商
852061.SI,600365.SH,ST通葡,2022-08-01,综合电商
852061.SI,002024.SZ,ST易购,2021-12-13,综合电商
852062.SI,002640.SZ,跨境通,2021-12-13,跨境电商
852062.SI,002803.SZ,吉宏股份,2021-12-13,跨境电商
852062.SI,300464.SZ,星徽股份,2021-12-13,跨境电商
852062.SI,300592.SZ,华凯易佰,2022-08-01,跨境电商
852062.SI,301381.SZ,赛维时代,2023-07-12,跨境电商
852062.SI,301558.SZ,三态股份,2023-09-28,跨境电商
852062.SI,002315.SZ,焦点科技,2021-12-13,跨境电商
852063.SI,003010.SZ,若羽臣,2021-12-13,电商服务
852063.SI,300792.SZ,壹网壹创,2021-12-13,电商服务
852063.SI,301001.SZ,凯淳股份,2021-12-13,电商服务
852063.SI,605136.SH,丽人丽妆,2021-12-13,电商服务
852063.SI,301110.SZ,青木科技,2022-03-11,电商服务
852063.SI,300518.SZ,新迅达,2022-08-01,电商服务
852063.SI,600539.SH,狮头股份,2022-08-01,电商服务
852063.SI,002127.SZ,南极电商,2021-12-13,电商服务
852071.SI,600185.SH,珠免集团,2026-03-06,旅游零售Ⅲ
852071.SI,601888.SH,中国中免,2021-12-13,旅游零售Ⅲ
852161.SI,600158.SH,中体产业,2021-12-13,体育Ⅲ
852161.SI,002858.SZ,力盛体育,2021-12-13,体育Ⅲ
852181.SI,600662.SH,外服控股,2022-08-01,人力资源服务
852181.SI,600861.SH,北京人力,2024-07-31,人力资源服务
852181.SI,300662.SZ,科锐国际,2021-12-13,人力资源服务
852182.SI,003008.SZ,开普检测,2021-12-13,检测服务
852182.SI,300012.SZ,华测检测,2021-12-13,检测服务
852182.SI,300215.SZ,电科院,2021-12-13,检测服务
852182.SI,300887.SZ,谱尼测试,2021-12-13,检测服务
852182.SI,300938.SZ,信测标准,2021-12-13,检测服务
852182.SI,603060.SH,国检集团,2021-12-13,检测服务
852182.SI,603183.SH,建研院,2021-12-13,检测服务
852182.SI,301228.SZ,实朴检测,2022-01-28,检测服务
852182.SI,301289.SZ,国缆检测,2022-06-22,检测服务
852182.SI,300416.SZ,苏试试验,2022-08-01,检测服务
852182.SI,300797.SZ,钢研纳克,2022-08-01,检测服务
852182.SI,301115.SZ,联检科技,2022-08-31,检测服务
852182.SI,688334.SH,西高院,2023-06-19,检测服务
852182.SI,002057.SZ,中钢天源,2023-07-06,检测服务
852182.SI,301508.SZ,中机认检,2023-12-01,检测服务
852182.SI,688757.SH,胜科纳米,2025-03-25,检测服务
852182.SI,301632.SZ,广东建科,2025-08-12,检测服务
852182.SI,301449.SZ,天溯计量,2025-12-23,检测服务
852182.SI,002967.SZ,广电计量,2021-12-13,检测服务
852183.SI,300860.SZ,锋尚文化,2021-12-13,会展服务
852183.SI,600826.SH,兰生股份,2021-12-13,会展服务
852183.SI,300795.SZ,米奥会展,2021-12-13,会展服务
852184.SI,301169.SZ,零点有数,2021-12-13,其他专业服务
852184.SI,603373.SH,安邦护卫,2023-12-20,其他专业服务
852184.SI,002243.SZ,力合科创,2025-08-13,其他专业服务
852184.SI,300962.SZ,中金辐照,2021-12-13,其他专业服务
852121.SI,301073.SZ,君亭酒店,2021-12-13,酒店
852121.SI,600258.SH,首旅酒店,2021-12-13,酒店
852121.SI,600754.SH,锦江酒店,2021-12-13,酒店
852121.SI,601007.SH,金陵饭店,2021-12-13,酒店
852121.SI,000428.SZ,华天酒店,2021-12-13,酒店
852141.SI,002186.SZ,全聚德,2021-12-13,餐饮
852141.SI,605108.SH,同庆楼,2021-12-13,餐饮
852141.SI,002306.SZ,ST云网,2023-07-06,餐饮
852141.SI,000721.SZ,西安饮食,2021-12-13,餐饮
852111.SI,300144.SZ,宋城演艺,2021-12-13,人工景区
852111.SI,600138.SH,中青旅,2021-12-13,人工景区
852111.SI,600593.SH,大连圣亚,2021-12-13,人工景区
852111.SI,600706.SH,曲江文旅,2021-12-13,人工景区
